
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[01:26:16.460 --> 01:26:16.730]   true
[01:26:16.730 --> 01:26:17.000]   true
[01:26:17.000 --> 01:26:17.350]   blood
[01:26:17.350 --> 01:26:17.470]   is
[01:26:17.470 --> 01:26:17.670]   not
[01:26:17.670 --> 01:26:17.940]   like
[01:26:17.940 --> 01:26:18.070]   tw
[01:26:18.070 --> 01:26:18.610]  ilight
[01:26:18.610 --> 01:26:18.700]   no
[01:26:18.700 --> 01:26:18.840]   it
[01:26:18.840 --> 01:26:18.990]   isn
[01:26:18.990 --> 01:26:19.090]  't
[01:26:19.090 --> 01:26:19.190]   no
[01:26:19.190 --> 01:26:19.290]   it
[01:26:19.290 --> 01:26:19.380]  's
[01:26:19.380 --> 01:26:19.490]   it
[01:26:19.490 --> 01:26:19.600]  's
[01:26:19.600 --> 01:26:19.800]   like
[01:26:19.800 --> 01:26:20.000]   the
[01:26:20.000 --> 01:26:20.470]   opposite
[01:26:20.470 --> 01:26:20.570]   end
[01:26:20.570 --> 01:26:20.680]   of
[01:26:20.680 --> 01:26:20.930]   that
[01:26:20.930 --> 01:26:21.120]   kind
[01:26:21.120 --> 01:26:21.230]   of
[01:26:21.230 --> 01:26:21.280]   a
[01:26:21.280 --> 01:26:21.910]   concept
[01:26:21.910 --> 01:26:21.960]   what
[01:26:21.960 --> 01:26:22.180]   a
[01:26:22.180 --> 01:26:23.080]   grim
[01:26:23.080 --> 01:26:23.510]   grim
[01:26:23.510 --> 01:26:23.940]   okay
[01:26:23.940 --> 01:26:24.370]   grim
[01:26:24.370 --> 01:26:24.800]   grim
[01:26:24.800 --> 01:26:25.020]   is
[01:26:25.020 --> 01:26:25.450]   grim
[01:26:25.450 --> 01:26:25.670]   is
[01:26:25.670 --> 01:26:26.390]   closer
[01:26:26.390 --> 01:26:26.610]   to
[01:26:26.610 --> 01:26:27.080]   being
[01:26:27.080 --> 01:26:27.310]   for
[01:26:27.310 --> 01:26:27.460]   teens
[01:26:27.460 --> 01:26:27.620]   than
[01:26:27.620 --> 01:26:27.840]   true
[01:26:27.840 --> 01:26:28.040]   blood
[01:26:28.040 --> 01:26:28.130]   is
[01:26:28.130 --> 01:26:28.220]   so
[01:26:28.220 --> 01:26:28.420]   true
[01:26:28.420 --> 01:26:28.650]   blood
[01:26:28.650 --> 01:26:28.720]   is
[01:26:28.720 --> 01:26:28.810]   at
[01:26:28.810 --> 01:26:28.950]   the
[01:26:28.950 --> 01:26:29.090]   one
[01:26:29.090 --> 01:26:29.230]   end
[01:26:29.230 --> 01:26:29.460]   where
[01:26:29.460 --> 01:26:29.540]   it
[01:26:29.540 --> 01:26:29.640]  's
[01:26:29.640 --> 01:26:29.880]   very
[01:26:29.880 --> 01:26:30.260]   adult
[01:26:30.260 --> 01:26:30.560]   okay
[01:26:30.560 --> 01:26:30.730]   uh
[01:26:30.730 --> 01:26:31.010]   grim
[01:26:31.010 --> 01:26:31.160]   is
[01:26:31.160 --> 01:26:31.460]   like
[01:26:31.460 --> 01:26:31.760]   that
[01:26:31.760 --> 01:26:32.070]   can
[01:26:32.070 --> 01:26:32.360]   work
[01:26:32.360 --> 01:26:32.520]   for
[01:26:32.520 --> 01:26:32.770]   teens
[01:26:32.770 --> 01:26:32.920]   or
[01:26:32.920 --> 01:26:33.020]   for
[01:26:33.020 --> 01:26:33.330]   adults
[01:26:33.330 --> 01:26:33.490]   and
[01:26:33.490 --> 01:26:33.680]   then
[01:26:33.680 --> 01:26:34.140]   obviously
[01:26:34.140 --> 01:26:34.240]   sw
[01:26:34.240 --> 01:26:34.340]  ir
[01:26:34.340 --> 01:26:34.400]  e
[01:26:34.400 --> 01:26:34.640]   light
[01:26:34.640 --> 01:26:34.740]   is
[01:26:34.740 --> 01:26:34.920]   just
[01:26:34.920 --> 01:26:35.160]   for
[01:26:35.160 --> 01:26:35.510]   teens
[01:26:35.510 --> 01:26:35.630]   you
[01:26:35.630 --> 01:26:35.800]   watch
[01:26:35.800 --> 01:26:36.390]   just
[01:26:36.390 --> 01:26:36.680]  in
[01:26:36.680 --> 01:26:37.420]   watch
[01:26:37.420 --> 01:26:38.920]   everything
[01:26:38.920 --> 01:26:38.920]   i
[01:26:38.920 --> 01:26:38.940]   watch
[01:26:38.940 --> 01:26:38.950]   all
[01:26:38.950 --> 01:26:38.960]   of
[01:26:38.960 --> 01:26:39.010]   somebody
[01:26:39.010 --> 01:26:39.020]  's
[01:26:39.020 --> 01:26:39.040]   gonna
[01:26:39.040 --> 01:26:39.080]   start
[01:26:39.080 --> 01:26:39.240]   no
[01:26:39.240 --> 01:26:39.320]   i
[01:26:39.320 --> 01:26:39.790]   really
[01:26:39.790 --> 01:26:40.100]   like
[01:26:40.100 --> 01:26:40.410]   grim
[01:26:40.410 --> 01:26:40.540]   i
[01:26:40.540 --> 01:26:40.960]   really
[01:26:40.960 --> 01:26:41.270]   like
[01:26:41.270 --> 01:26:41.650]   grim
[01:26:41.650 --> 01:26:41.800]   it
[01:26:41.800 --> 01:26:42.180]   looked
[01:26:42.180 --> 01:26:42.260]   i
[01:26:42.260 --> 01:26:42.360]  've
[01:26:42.360 --> 01:26:42.520]   seen
[01:26:42.520 --> 01:26:42.600]   the
[01:26:42.600 --> 01:26:42.770]   prev
[01:26:42.770 --> 01:26:42.870]  iew
[01:26:42.870 --> 01:26:42.920]  s
[01:26:42.920 --> 01:26:43.000]   and
[01:26:43.000 --> 01:26:43.030]   i
[01:26:43.030 --> 01:26:43.100]  'm
[01:26:43.100 --> 01:26:43.240]   like
[01:26:43.240 --> 01:26:43.380]   yeah
[01:26:43.380 --> 01:26:43.450]   it
[01:26:43.450 --> 01:26:43.630]   looks
[01:26:43.630 --> 01:26:43.760]   like
[01:26:43.760 --> 01:26:44.070]   something
[01:26:44.070 --> 01:26:44.100]   i
[01:26:44.100 --> 01:26:44.270]   would
[01:26:44.270 --> 01:26:44.440]   like
[01:26:44.440 --> 01:26:44.600]   i
[01:26:44.600 --> 01:26:44.800]   like
[01:26:44.800 --> 01:26:45.000]   grim
[01:26:45.000 --> 01:26:45.160]   and
[01:26:45.160 --> 01:26:45.480]   true
[01:26:45.480 --> 01:26:45.640]   true
[01:26:45.640 --> 01:26:45.650]  
[01:26:45.650 --> 01:26:45.890]   blood
[01:26:45.890 --> 01:26:45.940]   i
[01:26:45.940 --> 01:26:46.240]   really
[01:26:46.240 --> 01:26:46.450]   like
[01:26:46.450 --> 01:26:46.850]   because
[01:26:46.850 --> 01:26:46.940]   the
[01:26:46.940 --> 01:26:47.450]   characters
[01:26:47.450 --> 01:26:47.550]   in
[01:26:47.550 --> 01:26:47.750]   true
[01:26:47.750 --> 01:26:48.040]   blood
[01:26:48.040 --> 01:26:48.280]   are
[01:26:48.280 --> 01:26:48.600]   just
[01:26:48.600 --> 01:26:49.000]   really
[01:26:49.000 --> 01:26:49.720]   very
[01:26:49.720 --> 01:26:49.830]   very
[01:26:49.830 --> 01:26:50.430]   awesome
[01:26:50.430 --> 01:26:50.950]   like
[01:26:50.950 --> 01:26:51.180]   they
[01:26:51.180 --> 01:26:51.400]  're
[01:26:51.400 --> 01:26:51.990]   really
[01:26:51.990 --> 01:26:52.840]   outrageous
[01:26:52.840 --> 01:26:52.980]   it
[01:26:52.980 --> 01:26:53.120]  's
[01:26:53.120 --> 01:26:53.190]   a
[01:26:53.190 --> 01:26:53.400]   lot
[01:26:53.400 --> 01:26:53.730]   like
[01:26:53.730 --> 01:26:53.890]   the
[01:26:53.890 --> 01:26:54.390]   walking
[01:26:54.390 --> 01:26:54.690]   dead
[01:26:54.690 --> 01:26:54.810]   in
[01:26:54.810 --> 01:26:54.940]   in
[01:26:54.940 --> 01:26:55.020]   a
[01:26:55.020 --> 01:26:55.290]   kind
[01:26:55.290 --> 01:26:55.610]   of
[01:26:55.610 --> 01:26:56.080]   character
[01:26:56.080 --> 01:26:56.520]   sense
[01:26:56.520 --> 01:26:56.870]   yeah
[01:26:56.870 --> 01:26:56.950]   i
[01:26:56.950 --> 01:26:57.120]   uh
[01:26:57.120 --> 01:26:57.380]   you
[01:26:57.380 --> 01:26:57.730]   know
[01:26:57.730 --> 01:26:58.170]   funny
[01:26:58.170 --> 01:26:58.270]   i
[01:26:58.270 --> 01:26:58.510]   was
[01:26:58.510 --> 01:26:58.590]   i
[01:26:58.590 --> 01:26:58.850]   had
[01:26:58.850 --> 01:26:59.640]   lunch
[01:26:59.640 --> 01:26:59.660]   last
[01:26:59.660 --> 01:26:59.990]   week
[01:26:59.990 --> 01:27:00.380]   with
[01:27:00.380 --> 01:27:00.510]   er
[01:27:00.510 --> 01:27:00.760]  ic
[01:27:00.760 --> 01:27:00.920]   dre
[01:27:00.920 --> 01:27:01.080]  yer
[01:27:01.080 --> 01:27:01.200]   he
[01:27:01.200 --> 01:27:01.320]  's
[01:27:01.320 --> 01:27:01.510]   the
[01:27:01.510 --> 01:27:01.640]   um
[01:27:01.640 --> 01:27:01.830]   guy
[01:27:01.830 --> 01:27:02.080]   who
[01:27:02.080 --> 01:27:02.280]   runs
[01:27:02.280 --> 01:27:02.470]   the
[01:27:02.470 --> 01:27:02.730]   stem
[01:27:02.730 --> 01:27:03.330]   education
[01:27:03.330 --> 01:27:03.560]   for
[01:27:03.560 --> 01:27:03.640]   the
[01:27:03.640 --> 01:27:03.880]   past
[01:27:03.880 --> 01:27:04.060]  ina
[01:27:04.060 --> 01:27:04.600]   education
[01:27:04.600 --> 01:27:05.220]   foundation
[01:27:05.220 --> 01:27:05.390]   you
[01:27:05.390 --> 01:27:05.600]  've
[01:27:05.600 --> 01:27:05.860]   heard
[01:27:05.860 --> 01:27:05.990]   me
[01:27:05.990 --> 01:27:06.380]   mention
[01:27:06.380 --> 01:27:06.590]   him
[01:27:06.590 --> 01:27:06.650]   i
[01:27:06.650 --> 01:27:07.100]   think
[01:27:07.100 --> 01:27:07.160]   and
[01:27:07.160 --> 01:27:07.310]   he
[01:27:07.310 --> 01:27:07.850]   brought
[01:27:07.850 --> 01:27:08.240]   along
[01:27:08.240 --> 01:27:08.470]   his
[01:27:08.470 --> 01:27:08.620]   um
[01:27:08.620 --> 01:27:08.760]   uh
[01:27:08.760 --> 01:27:09.080]   this
[01:27:09.080 --> 01:27:09.370]   uh
[01:27:09.370 --> 01:27:09.620]   woman
[01:27:09.620 --> 01:27:09.770]   he
[01:27:09.770 --> 01:27:09.920]  's
[01:27:09.920 --> 01:27:10.490]   working
[01:27:10.490 --> 01:27:10.830]   with
[01:27:10.830 --> 01:27:11.720]   and
[01:27:11.720 --> 01:27:11.720]  
[01:27:11.720 --> 01:27:11.830]   i
[01:27:11.830 --> 01:27:12.040]   can
[01:27:12.040 --> 01:27:12.140]  't
[01:27:12.140 --> 01:27:12.710]   remember
[01:27:12.710 --> 01:27:13.060]   how
[01:27:13.060 --> 01:27:13.170]   it
[01:27:13.170 --> 01:27:13.480]   came
[01:27:13.480 --> 01:27:13.530]   up
[01:27:13.530 --> 01:27:13.620]   we
[01:27:13.620 --> 01:27:13.830]  're
[01:27:13.830 --> 01:27:14.360]   talking
[01:27:14.360 --> 01:27:14.570]   there
[01:27:14.570 --> 01:27:14.590]  's
[01:27:14.590 --> 01:27:14.890]   something
[01:27:14.890 --> 01:27:15.080]   about
[01:27:15.080 --> 01:27:15.320]   like
[01:27:15.320 --> 01:27:15.730]   science
[01:27:15.730 --> 01:27:15.900]   and
[01:27:15.900 --> 01:27:16.070]   sci
[01:27:16.070 --> 01:27:16.120]  -
[01:27:16.120 --> 01:27:16.230]  fi
[01:27:16.230 --> 01:27:16.430]   or
[01:27:16.430 --> 01:27:16.570]   this
[01:27:16.570 --> 01:27:16.680]   or
[01:27:16.680 --> 01:27:16.910]   that
[01:27:16.910 --> 01:27:17.080]   and
[01:27:17.080 --> 01:27:17.250]   she
[01:27:17.250 --> 01:27:17.780]   said
[01:27:17.780 --> 01:27:18.000]   something
[01:27:18.000 --> 01:27:18.290]   about
[01:27:18.290 --> 01:27:18.650]   fringe
[01:27:18.650 --> 01:27:18.840]   or
[01:27:18.840 --> 01:27:19.150]   whatever
[01:27:19.150 --> 01:27:19.270]   she
[01:27:19.270 --> 01:27:19.340]  's
[01:27:19.340 --> 01:27:19.380]   i
[01:27:19.380 --> 01:27:19.450]  'm
[01:27:19.450 --> 01:27:19.610]   like
[01:27:19.610 --> 01:27:19.690]   oh
[01:27:19.690 --> 01:27:19.810]   you
[01:27:19.810 --> 01:27:20.000]   watch
[01:27:20.000 --> 01:27:20.280]   french
[01:27:20.280 --> 01:27:20.400]   she
[01:27:20.400 --> 01:27:20.480]  's
[01:27:20.480 --> 01:27:20.640]   like
[01:27:20.640 --> 01:27:20.720]   oh
[01:27:20.720 --> 01:27:20.880]   yeah
[01:27:20.880 --> 01:27:21.030]   she
[01:27:21.030 --> 01:27:21.080]  's
[01:27:21.080 --> 01:27:21.260]   like
[01:27:21.260 --> 01:27:21.320]   i
[01:27:21.320 --> 01:27:21.590]   love
[01:27:21.590 --> 01:27:21.880]   that
[01:27:21.880 --> 01:27:22.060]   she
[01:27:22.060 --> 01:27:22.310]  's
[01:27:22.310 --> 01:27:22.460]   like
[01:27:22.460 --> 01:27:22.790]   well
[01:27:22.790 --> 01:27:22.850]   x
[01:27:22.850 --> 01:27:22.850]  -
[01:27:22.850 --> 01:27:23.040]  f
[01:27:23.040 --> 01:27:23.180]  iles
[01:27:23.180 --> 01:27:23.380]   was
[01:27:23.380 --> 01:27:23.560]   my
[01:27:23.560 --> 01:27:23.710]   all
[01:27:23.710 --> 01:27:23.820]  -
[01:27:23.820 --> 01:27:23.960]  time
[01:27:23.960 --> 01:27:25.020]   favorite
[01:27:25.020 --> 01:27:25.280]   it
[01:27:25.280 --> 01:27:25.860]   lost
[01:27:25.860 --> 01:27:26.070]   in
[01:27:26.070 --> 01:27:26.860]   french
[01:27:26.860 --> 01:27:26.990]   i
[01:27:26.990 --> 01:27:27.270]  'm
[01:27:27.270 --> 01:27:27.780]   like
[01:27:27.780 --> 01:27:28.760]   exactly
[01:27:28.760 --> 01:27:29.000]   it
[01:27:29.000 --> 01:27:29.230]  's
[01:27:29.230 --> 01:27:29.560]   so
[01:27:29.560 --> 01:27:30.060]   funny
[01:27:30.060 --> 01:27:30.320]   um
[01:27:30.320 --> 01:27:30.660]   but
[01:27:30.660 --> 01:27:30.860]   yeah
[01:27:30.860 --> 01:27:31.370]   so
[01:27:31.370 --> 01:27:31.660]   i
[01:27:31.660 --> 01:27:31.720]  'm
[01:27:31.720 --> 01:27:32.550]   walking
[01:27:32.550 --> 01:27:33.080]   dead
[01:27:33.080 --> 01:27:33.260]   i
[01:27:33.260 --> 01:27:33.290]  'm
[01:27:33.290 --> 01:27:33.800]   getting
[01:27:33.800 --> 01:27:34.220]   caught
[01:27:34.220 --> 01:27:34.410]   up
[01:27:34.410 --> 01:27:34.430]   i
[01:27:34.430 --> 01:27:34.570]  'm
[01:27:34.570 --> 01:27:34.710]   in
[01:27:34.710 --> 01:27:35.500]   season
[01:27:35.500 --> 01:27:35.500]   three
[01:27:35.500 --> 01:27:35.860]   now
[01:27:35.860 --> 01:27:35.920]   now
[01:27:35.920 --> 01:27:36.050]   i
[01:27:36.050 --> 01:27:36.220]   started
[01:27:36.220 --> 01:27:36.440]   listening
[01:27:36.440 --> 01:27:36.600]   i
[01:27:36.600 --> 01:27:36.740]   told
[01:27:36.740 --> 01:27:36.840]   you
[01:27:36.840 --> 01:27:36.840]   i
[01:27:36.840 --> 01:27:37.260]   started
[01:27:37.260 --> 01:27:37.810]   listening
[01:27:37.810 --> 01:27:37.940]   to
[01:27:37.940 --> 01:27:37.990]   a
[01:27:37.990 --> 01:27:38.340]   couple
[01:27:38.340 --> 01:27:38.840]   podcasts
[01:27:38.840 --> 01:27:39.100]   yeah
[01:27:39.100 --> 01:27:39.500]   walking
[01:27:39.500 --> 01:27:39.740]   dead
[01:27:39.740 --> 01:27:40.420]   podcasts
[01:27:40.420 --> 01:27:40.730]   because
[01:27:40.730 --> 01:27:40.840]   i
[01:27:40.840 --> 01:27:40.840]  
[01:27:40.840 --> 01:27:41.060]   need
[01:27:41.060 --> 01:27:41.110]   i
[01:27:41.110 --> 01:27:41.410]   have
[01:27:41.410 --> 01:27:41.440]   to
[01:27:41.440 --> 01:27:41.660]   have
[01:27:41.660 --> 01:27:42.100]   podcasts
[01:27:42.100 --> 01:27:42.320]   when
[01:27:42.320 --> 01:27:42.370]   i
[01:27:42.370 --> 01:27:42.520]  'm
[01:27:42.520 --> 01:27:42.770]   working
[01:27:42.770 --> 01:27:43.530]   otherwise
[01:27:43.530 --> 01:27:43.610]   i
[01:27:43.610 --> 01:27:43.960]   just
[01:27:43.960 --> 01:27:44.180]   get
[01:27:44.180 --> 01:27:44.740]   distracted
[01:27:44.740 --> 01:27:45.310]   i
[01:27:45.310 --> 01:27:45.350]   have
[01:27:45.350 --> 01:27:45.460]   to
[01:27:45.460 --> 01:27:45.760]   have
[01:27:45.760 --> 01:27:45.980]   the
[01:27:45.980 --> 01:27:46.810]   background
[01:27:46.810 --> 01:27:47.160]   noise
[01:27:47.160 --> 01:27:47.400]   and
[01:27:47.400 --> 01:27:47.560]   uh
[01:27:47.560 --> 01:27:47.800]   but
[01:27:47.800 --> 01:27:47.910]   now
[01:27:47.910 --> 01:27:48.270]   i
[01:27:48.270 --> 01:27:48.340]  'm
[01:27:48.340 --> 01:27:48.510]   all
[01:27:48.510 --> 01:27:48.980]   caught
[01:27:48.980 --> 01:27:49.150]   up
[01:27:49.150 --> 01:27:49.450]   like
[01:27:49.450 --> 01:27:49.530]   i
[01:27:49.530 --> 01:27:49.800]  've
[01:27:49.800 --> 01:27:49.900]   i
[01:27:49.900 --> 01:27:50.000]  've
[01:27:50.000 --> 01:27:50.420]   listened
[01:27:50.420 --> 01:27:50.520]   to
[01:27:50.520 --> 01:27:50.680]   the
[01:27:50.680 --> 01:27:51.080]   podcast
[01:27:51.080 --> 01:27:51.450]   both
[01:27:51.450 --> 01:27:51.920]   podcasts
[01:27:51.920 --> 01:27:52.130]   all
[01:27:52.130 --> 01:27:52.420]   the
[01:27:52.420 --> 01:27:52.550]   way
[01:27:52.550 --> 01:27:52.690]   up
[01:27:52.690 --> 01:27:52.820]   to
[01:27:52.820 --> 01:27:53.040]   the
[01:27:53.040 --> 01:27:53.470]   last
[01:27:53.470 --> 01:27:53.640]   most
[01:27:53.640 --> 01:27:54.020]   recent
[01:27:54.020 --> 01:27:54.510]   episode
[01:27:54.510 --> 01:27:54.790]   that
[01:27:54.790 --> 01:27:54.860]   i
[01:27:54.860 --> 01:27:55.070]  've
[01:27:55.070 --> 01:27:55.400]   seen
[01:27:55.400 --> 01:27:55.500]   so
[01:27:55.500 --> 01:27:55.600]   it
[01:27:55.600 --> 01:27:55.700]  's
[01:27:55.700 --> 01:27:55.900]   like
[01:27:55.900 --> 01:27:55.950]   i
[01:27:55.950 --> 01:27:56.150]   have
[01:27:56.150 --> 01:27:56.270]   to
[01:27:56.270 --> 01:27:56.500]   watch
[01:27:56.500 --> 01:27:56.740]   this
[01:27:56.740 --> 01:27:56.800]   so
[01:27:56.800 --> 01:27:57.040]   just
[01:27:57.040 --> 01:27:57.100]   so
[01:27:57.100 --> 01:27:57.170]   i
[01:27:57.170 --> 01:27:57.300]   can
[01:27:57.300 --> 01:27:57.610]   listen
[01:27:57.610 --> 01:27:57.740]   to
[01:27:57.740 --> 01:27:57.860]   the
[01:27:57.860 --> 01:27:58.220]   podcast
[01:27:58.220 --> 01:27:58.550]   just
[01:27:58.550 --> 01:27:58.680]   so
[01:27:58.680 --> 01:27:58.680]   i
[01:27:58.680 --> 01:27:59.120]   can
[01:27:59.120 --> 01:27:59.660]   get
[01:27:59.660 --> 01:28:00.140]   some
[01:28:00.140 --> 01:28:00.720]   work
[01:28:00.720 --> 01:28:01.330]   done
[01:28:01.330 --> 01:28:01.450]   so
[01:28:01.450 --> 01:28:01.720]   like
[01:28:01.720 --> 01:28:01.880]   so
[01:28:01.880 --> 01:28:01.910]   j
[01:28:01.910 --> 01:28:02.180]  ason
[01:28:02.180 --> 01:28:02.380]   why
[01:28:02.380 --> 01:28:02.580]   are
[01:28:02.580 --> 01:28:02.840]   you
[01:28:02.840 --> 01:28:03.000]   staying
[01:28:03.000 --> 01:28:03.000]   up
[01:28:03.000 --> 01:28:03.170]   to
[01:28:03.170 --> 01:28:03.750]   midnight
[01:28:03.750 --> 01:28:04.240]   watching
[01:28:04.240 --> 01:28:04.520]   like
[01:28:04.520 --> 01:28:04.830]   that
[01:28:04.830 --> 01:28:04.940]   so
[01:28:04.940 --> 01:28:05.010]   i
[01:28:05.010 --> 01:28:05.220]   get
[01:28:05.220 --> 01:28:05.500]   work
[01:28:05.500 --> 01:28:05.780]   done
[01:28:05.780 --> 01:28:06.360]   tomorrow
[01:28:06.360 --> 01:28:06.360]   you
[01:28:06.360 --> 01:28:06.360]   gotta
[01:28:06.360 --> 01:28:06.360]   understand
[01:28:06.360 --> 01:28:06.490]   it
[01:28:06.490 --> 01:28:06.620]  's
[01:28:06.620 --> 01:28:07.370]   complicated
[01:28:07.370 --> 01:28:07.500]   it
[01:28:07.500 --> 01:28:07.630]  's
[01:28:07.630 --> 01:28:07.690]   a
[01:28:07.690 --> 01:28:08.030]   knock
[01:28:08.030 --> 01:28:08.090]  -
[01:28:08.090 --> 01:28:08.220]  on
[01:28:08.220 --> 01:28:08.700]   effect
[01:28:08.700 --> 01:28:08.760]   it
[01:28:08.760 --> 01:28:08.880]  's
[01:28:08.880 --> 01:28:09.720]   complicated
[01:28:09.720 --> 01:28:09.860]  
[01:28:09.860 --> 01:28:10.030]   yeah
[01:28:10.030 --> 01:28:10.190]   so
[01:28:10.190 --> 01:28:10.410]   let
[01:28:10.410 --> 01:28:10.540]   me
[01:28:10.540 --> 01:28:10.910]   see
[01:28:10.910 --> 01:28:11.060]   if
[01:28:11.060 --> 01:28:11.320]   there
[01:28:11.320 --> 01:28:11.510]  's
[01:28:11.510 --> 01:28:12.090]   anything
[01:28:12.090 --> 01:28:12.440]   else
[01:28:12.440 --> 01:28:13.000]   um
[01:28:13.000 --> 01:28:13.250]   the
[01:28:13.250 --> 01:28:13.370]   other
[01:28:13.370 --> 01:28:13.640]   thing
[01:28:13.640 --> 01:28:13.640]   i
[01:28:13.640 --> 01:28:13.870]   would
[01:28:13.870 --> 01:28:14.070]   just
[01:28:14.070 --> 01:28:14.190]   say
[01:28:14.190 --> 01:28:14.280]   to
[01:28:14.280 --> 01:28:14.420]   you
[01:28:14.420 --> 01:28:14.600]   know
[01:28:14.600 --> 01:28:14.780]   that
[01:28:14.780 --> 01:28:14.920]   you
[01:28:14.920 --> 01:28:15.210]   know
[01:28:15.210 --> 01:28:15.280]   from
[01:28:15.280 --> 01:28:15.370]   my
[01:28:15.370 --> 01:28:15.410]   i
[01:28:15.410 --> 01:28:15.850]   would
[01:28:15.850 --> 01:28:15.880]   i
[01:28:15.880 --> 01:28:16.710]   brought
[01:28:16.710 --> 01:28:16.950]   up
[01:28:16.950 --> 01:28:17.670]   my
[01:28:17.670 --> 01:28:17.900]   secret
[01:28:17.900 --> 01:28:18.870]   project
[01:28:18.870 --> 01:28:19.090]   and
[01:28:19.090 --> 01:28:19.210]   i
[01:28:19.210 --> 01:28:19.470]  'm
[01:28:19.470 --> 01:28:19.850]   just
[01:28:19.850 --> 01:28:20.190]   uh
[01:28:20.190 --> 01:28:20.310]   i
[01:28:20.310 --> 01:28:20.390]  'm
[01:28:20.390 --> 01:28:20.470]   just
[01:28:20.470 --> 01:28:20.760]   getting
[01:28:20.760 --> 01:28:21.000]   burnt
[01:28:21.000 --> 01:28:21.190]   out
[01:28:21.190 --> 01:28:21.440]   with
[01:28:21.440 --> 01:28:21.630]   all
[01:28:21.630 --> 01:28:21.750]   my
[01:28:21.750 --> 01:28:22.140]   consulting
[01:28:22.140 --> 01:28:22.440]   i
[01:28:22.440 --> 01:28:22.920]   have
[01:28:22.920 --> 01:28:22.940]   just
[01:28:22.940 --> 01:28:23.060]   so
[01:28:23.060 --> 01:28:23.310]   much
[01:28:23.310 --> 01:28:23.620]   going
[01:28:23.620 --> 01:28:23.740]   on
[01:28:23.740 --> 01:28:23.800]   i
[01:28:23.800 --> 01:28:24.280]   gotta
[01:28:24.280 --> 01:28:24.280]   i
[01:28:24.280 --> 01:28:24.790]   gotta
[01:28:24.790 --> 01:28:24.880]   i
[01:28:24.880 --> 01:28:25.150]   gotta
[01:28:25.150 --> 01:28:26.000]   wh
[01:28:26.000 --> 01:28:26.080]  ittle
[01:28:26.080 --> 01:28:26.480]   this
[01:28:26.480 --> 01:28:27.160]   stuff
[01:28:27.160 --> 01:28:27.640]   down
[01:28:27.640 --> 01:28:27.640]   because
[01:28:27.640 --> 01:28:27.660]   i
[01:28:27.660 --> 01:28:27.720]  've
[01:28:27.720 --> 01:28:27.950]   just
[01:28:27.950 --> 01:28:27.980]   i
[01:28:27.980 --> 01:28:28.110]   haven
[01:28:28.110 --> 01:28:28.160]  't
[01:28:28.160 --> 01:28:28.280]   made
[01:28:28.280 --> 01:28:28.440]   any
[01:28:28.440 --> 01:28:28.870]   progress
[01:28:28.870 --> 01:28:28.990]   in
[01:28:28.990 --> 01:28:29.180]   like
[01:28:29.180 --> 01:28:29.340]   two
[01:28:29.340 --> 01:28:29.610]   weeks
[01:28:29.610 --> 01:28:29.760]   and
[01:28:29.760 --> 01:28:30.010]   all
[01:28:30.010 --> 01:28:30.090]   my
[01:28:30.090 --> 01:28:30.280]   time
[01:28:30.280 --> 01:28:30.620]   extra
[01:28:30.620 --> 01:28:30.900]   time
[01:28:30.900 --> 01:28:31.110]   has
[01:28:31.110 --> 01:28:31.400]   been
[01:28:31.400 --> 01:28:31.960]   pulled
[01:28:31.960 --> 01:28:31.990]   in
[01:28:31.990 --> 01:28:32.040]   has
[01:28:32.040 --> 01:28:32.320]   been
[01:28:32.320 --> 01:28:32.680]   eaten
[01:28:32.680 --> 01:28:32.860]   up
[01:28:32.860 --> 01:28:32.950]   by
[01:28:32.950 --> 01:28:33.520]   catalyst
[01:28:33.520 --> 01:28:34.230]   just
[01:28:34.230 --> 01:28:34.290]   trying
[01:28:34.290 --> 01:28:34.370]   to
[01:28:34.370 --> 01:28:34.580]   get
[01:28:34.580 --> 01:28:35.150]   catalyst
[01:28:35.150 --> 01:28:35.360]   get
[01:28:35.360 --> 01:28:35.640]   the
[01:28:35.640 --> 01:28:35.640]  
[01:28:35.640 --> 01:28:37.070]   technology
[01:28:37.070 --> 01:28:37.350]   to
[01:28:37.350 --> 01:28:37.490]   a
