
[00:00:00.000 --> 00:00:00.800]  
[00:00:00.800 --> 00:00:00.880]   Jo
[01:18:24.610 --> 01:18:24.790]  's
[01:18:24.790 --> 01:18:25.090]   a
[01:18:25.090 --> 01:18:25.150]   limit
[01:18:25.150 --> 01:18:25.390]   right
[01:18:25.390 --> 01:18:25.510]  ,
[01:18:25.510 --> 01:18:25.690]   you
[01:18:25.690 --> 01:18:25.930]   know
[01:18:25.930 --> 01:18:26.050]  ,
[01:18:26.050 --> 01:18:26.100]   she
[01:18:26.100 --> 01:18:26.340]  's
[01:18:26.340 --> 01:18:26.640]   she
[01:18:26.640 --> 01:18:26.710]  's
[01:18:26.710 --> 01:18:26.830]   she
[01:18:26.830 --> 01:18:26.950]  's
[01:18:26.950 --> 01:18:27.190]   still
[01:18:27.190 --> 01:18:27.430]   not
[01:18:27.430 --> 01:18:27.610]   she
[01:18:27.610 --> 01:18:27.730]  's
[01:18:27.730 --> 01:18:27.950]   not
[01:18:27.950 --> 01:18:28.150]   one
[01:18:28.150 --> 01:18:28.390]   brain
[01:18:28.390 --> 01:18:29.300]  . [SPEAKER_TURN]
[01:18:29.300 --> 01:18:31.260]   Yeah
[01:18:31.260 --> 01:18:36.140]  . [SPEAKER_TURN]
[01:18:36.140 --> 01:18:36.250]   Oh
[01:18:36.250 --> 01:18:36.450]   yeah
[01:18:36.450 --> 01:18:36.510]  ,
[01:18:36.510 --> 01:18:36.550]   y
[01:18:36.550 --> 01:18:36.720]   did
[01:18:36.720 --> 01:18:36.830]   you
[01:18:36.830 --> 01:18:37.170]   mention
[01:18:37.170 --> 01:18:37.360]   that
[01:18:37.360 --> 01:18:37.450]   on
[01:18:37.450 --> 01:18:37.590]   the
[01:18:37.590 --> 01:18:37.780]   show
[01:18:37.780 --> 01:18:38.420]  ? [SPEAKER_TURN]
[01:18:38.420 --> 01:18:38.750]   Yeah
[01:18:38.750 --> 01:18:39.070]  ,
[01:18:39.070 --> 01:18:39.090]   so
[01:18:39.090 --> 01:18:39.230]   we
[01:18:39.230 --> 01:18:39.540]   did
[01:18:39.540 --> 01:18:39.730]   the
[01:18:39.730 --> 01:18:40.130]   first
[01:18:40.130 --> 01:18:40.390]   two
[01:18:40.390 --> 01:18:40.960]   classes
[01:18:40.960 --> 01:18:41.300]   this
[01:18:41.300 --> 01:18:41.720]   week
[01:18:41.720 --> 01:18:41.880]   and
[01:18:41.880 --> 01:18:42.760]   um [SPEAKER_TURN]
[01:18:42.760 --> 01:18:42.780]   Yeah
[01:18:42.780 --> 01:18:43.540]  . [SPEAKER_TURN]
[01:18:44.280 --> 01:18:44.320]  
[01:18:44.320 --> 01:18:44.370]   I
[01:18:44.370 --> 01:18:44.560]   think
[01:18:44.560 --> 01:18:44.680]   it
[01:18:44.680 --> 01:18:44.740]  's
[01:18:44.740 --> 01:18:44.980]   gonna
[01:18:44.980 --> 01:18:45.080]   be
[01:18:45.080 --> 01:18:45.360]   pretty
[01:18:45.360 --> 01:18:45.550]   cool
[01:18:45.550 --> 01:18:45.690]  .
[01:18:45.690 --> 01:18:45.830]   The
[01:18:45.830 --> 01:18:46.180]   problem
[01:18:46.180 --> 01:18:46.260]   is
[01:18:46.260 --> 01:18:46.350]   is
[01:18:46.350 --> 01:18:46.570]   that
[01:18:46.570 --> 01:18:46.730]   they
[01:18:46.730 --> 01:18:46.880]  're
[01:18:46.880 --> 01:18:47.310]   switching
[01:18:47.310 --> 01:18:47.690]   over
[01:18:47.690 --> 01:18:47.700]   from
[01:18:47.700 --> 01:18:47.880]   last
[01:18:47.880 --> 01:18:48.070]   year
[01:18:48.070 --> 01:18:48.330]   like
[01:18:48.330 --> 01:18:48.400]   the
[01:18:48.400 --> 01:18:48.640]   whole
[01:18:48.640 --> 01:18:48.880]   state
[01:18:48.880 --> 01:18:49.260]   is
[01:18:49.260 --> 01:18:49.350]   moving
[01:18:49.350 --> 01:18:49.450]   from
[01:18:49.450 --> 01:18:49.640]   like
[01:18:49.640 --> 01:18:49.990]   um
[01:18:49.990 --> 01:18:49.990]   I
[01:18:49.990 --> 01:18:50.270]   don
[01:18:50.270 --> 01:18:50.370]  't
[01:18:50.370 --> 01:18:50.670]   know
[01:18:50.670 --> 01:18:50.740]   one
[01:18:50.740 --> 01:18:50.840]   set
[01:18:50.840 --> 01:18:50.950]   to
[01:18:50.950 --> 01:18:51.180]   like
[01:18:51.180 --> 01:18:51.530]   common
[01:18:51.530 --> 01:18:51.750]   core
[01:18:51.750 --> 01:18:51.990]   like
[01:18:51.990 --> 01:18:52.040]   I
[01:18:52.040 --> 01:18:52.510]   probably
[01:18:52.510 --> 01:18:52.900]   called
[01:18:52.900 --> 01:18:52.970]   it
[01:18:52.970 --> 01:18:53.320]   before
[01:18:53.320 --> 01:18:53.510]   but
[01:18:53.510 --> 01:18:53.730]   they
[01:18:53.730 --> 01:18:53.890]  're
[01:18:53.890 --> 01:18:54.070]   ch
[01:18:54.070 --> 01:18:54.470]   changing
[01:18:54.470 --> 01:18:54.630]   you
[01:18:54.630 --> 01:18:54.960]   know
[01:18:54.960 --> 01:18:55.100]   what
[01:18:55.100 --> 01:18:55.570]   material
[01:18:55.570 --> 01:18:55.800]   they
[01:18:55.800 --> 01:18:56.000]  're
[01:18:56.000 --> 01:18:56.440]   supposed
[01:18:56.440 --> 01:18:56.550]   to
[01:18:56.550 --> 01:18:56.780]   know
[01:18:56.780 --> 01:18:56.890]   at
[01:18:56.890 --> 01:18:57.120]   what
[01:18:57.120 --> 01:18:57.470]   grades
[01:18:57.470 --> 01:18:57.640]   and
[01:18:57.640 --> 01:18:58.230]   everything
[01:18:58.230 --> 01:18:58.340]   so
[01:18:58.340 --> 01:18:58.970]   everything
[01:18:58.970 --> 01:18:59.040]  's
[01:18:59.040 --> 01:18:59.570]   different
[01:18:59.570 --> 01:18:59.680]   so
[01:18:59.680 --> 01:18:59.870]   we
[01:18:59.870 --> 01:18:59.960]  're
[01:18:59.960 --> 01:19:00.290]   gonna
[01:19:00.290 --> 01:19:00.480]   have
[01:19:00.480 --> 01:19:00.600]   to
[01:19:00.600 --> 01:19:00.820]   kind
[01:19:00.820 --> 01:19:00.860]   of
[01:19:00.860 --> 01:19:01.010]   come
[01:19:01.010 --> 01:19:01.260]   up
[01:19:01.260 --> 01:19:01.670]   with
[01:19:01.670 --> 01:19:01.750]   our
[01:19:01.750 --> 01:19:01.840]   own
[01:19:01.840 --> 01:19:02.130]   works
[01:19:02.130 --> 01:19:02.350]  heet
[01:19:02.350 --> 01:19:03.000]   problems
[01:19:03.000 --> 01:19:03.010]   and
[01:19:03.010 --> 01:19:03.350]   things
[01:19:03.350 --> 01:19:03.580]   like
[01:19:03.580 --> 01:19:03.810]   that
[01:19:03.810 --> 01:19:04.860]  . [SPEAKER_TURN]
[01:19:04.860 --> 01:19:04.960]   Is
[01:19:04.960 --> 01:19:05.060]   it
[01:19:05.060 --> 01:19:05.370]   common
[01:19:05.370 --> 01:19:05.580]   core
[01:19:05.580 --> 01:19:05.780]  ? [SPEAKER_TURN]
[01:19:05.780 --> 01:19:05.930]   Um
[01:19:05.930 --> 01:19:06.230]   yeah
[01:19:06.230 --> 01:19:06.380]  ,
[01:19:06.380 --> 01:19:06.830]   I
[01:19:06.830 --> 01:19:06.880]   think
[01:19:06.880 --> 01:19:06.980]   of
[01:19:06.980 --> 01:19:07.280]   yeah
[01:19:07.280 --> 01:19:08.140]  . [SPEAKER_TURN]
[01:19:08.140 --> 01:19:08.240]   Is
[01:19:08.240 --> 01:19:08.320]   it
[01:19:08.320 --> 01:19:08.360]   a
[01:19:08.360 --> 01:19:08.740]   specific
[01:19:08.740 --> 01:19:08.980]   grade
[01:19:08.980 --> 01:19:09.540]  ? [SPEAKER_TURN]
[01:19:09.540 --> 01:19:09.840]   Fourth
[01:19:09.840 --> 01:19:10.140]  . [SPEAKER_TURN]
[01:19:11.240 --> 01:19:11.300]  
[01:19:11.300 --> 01:19:11.310]   I
[01:19:11.310 --> 01:19:11.550]   just
[01:19:11.550 --> 01:19:11.940]   happen
[01:19:11.940 --> 01:19:12.050]   to
[01:19:12.050 --> 01:19:12.300]   know
[01:19:12.300 --> 01:19:12.360]   a
[01:19:12.360 --> 01:19:12.970]   product
[01:19:12.970 --> 01:19:13.180]   that
[01:19:13.180 --> 01:19:13.250]   has
[01:19:13.250 --> 01:19:13.440]   the
[01:19:13.440 --> 01:19:13.820]   entire
[01:19:13.820 --> 01:19:14.210]   common
[01:19:14.210 --> 01:19:14.460]   core
[01:19:14.460 --> 01:19:14.700]   math
[01:19:14.700 --> 01:19:14.820]   uh
[01:19:14.820 --> 01:19:15.800]   curriculum
[01:19:15.800 --> 01:19:15.910]   written
[01:19:15.910 --> 01:19:16.100]   out
[01:19:16.100 --> 01:19:16.740]   especially
[01:19:16.740 --> 01:19:17.110]   like
[01:19:17.110 --> 01:19:17.420]   by
[01:19:17.420 --> 01:19:17.650]   standard
[01:19:17.650 --> 01:19:17.810]   you
[01:19:17.810 --> 01:19:18.000]   can
[01:19:18.000 --> 01:19:18.510]   limit
[01:19:18.510 --> 01:19:18.510]   you
[01:19:18.510 --> 01:19:18.790]   can
[01:19:18.790 --> 01:19:18.950]   list
[01:19:18.950 --> 01:19:19.080]   it
[01:19:19.080 --> 01:19:19.210]   by
[01:19:19.210 --> 01:19:19.700]   standard
[01:19:19.700 --> 01:19:19.890]   you
[01:19:19.890 --> 01:19:20.080]   can
[01:19:20.080 --> 01:19:20.330]   show
[01:19:20.330 --> 01:19:20.580]   what
[01:19:20.580 --> 01:19:21.160]   standards
[01:19:21.160 --> 01:19:21.350]   are
[01:19:21.350 --> 01:19:21.600]   that
[01:19:21.600 --> 01:19:21.790]   the
[01:19:21.790 --> 01:19:22.110]   whole
[01:19:22.110 --> 01:19:22.430]   thing
[01:19:22.430 --> 01:19:22.870]  .
[01:19:22.870 --> 01:19:22.870]   Just
[01:19:22.870 --> 01:19:23.050]   I
[01:19:23.050 --> 01:19:23.120]  'm
[01:19:23.120 --> 01:19:23.300]   just
[01:19:23.300 --> 01:19:24.500]   saying [SPEAKER_TURN]
[01:19:24.500 --> 01:19:25.460]   M
[01:19:25.460 --> 01:19:26.220]  m
[01:19:26.220 --> 01:19:27.690]  -
[01:19:27.690 --> 01:19:28.310]  h
[01:19:28.310 --> 01:19:30.210]  mm
[01:19:30.210 --> 01:19:33.100]  . [SPEAKER_TURN]
[01:19:33.100 --> 01:19:33.320]   I
[01:19:33.320 --> 01:19:33.410]   could
[01:19:33.410 --> 01:19:33.820]   probably
[01:19:33.820 --> 01:19:34.010]   set
[01:19:34.010 --> 01:19:34.140]   you
[01:19:34.140 --> 01:19:34.280]   up
[01:19:34.280 --> 01:19:34.420]   with
[01:19:34.420 --> 01:19:34.570]   one
[01:19:34.570 --> 01:19:35.180]  . [SPEAKER_TURN]
[01:19:35.640 --> 01:19:35.700]  
[01:19:35.700 --> 01:19:36.110]   Yeah
[01:19:36.110 --> 01:19:36.280]  .
[01:19:36.280 --> 01:19:36.380]   Yeah
[01:19:36.380 --> 01:19:36.510]  ,
[01:19:36.510 --> 01:19:36.640]   we
[01:19:36.640 --> 01:19:36.830]  'll
[01:19:36.830 --> 01:19:37.150]   talk
[01:19:37.150 --> 01:19:37.260]   it
[01:19:37.260 --> 01:19:37.440]  .
[01:19:37.440 --> 01:19:37.570]   We
[01:19:37.570 --> 01:19:37.960]  'll
[01:19:37.960 --> 01:19:38.040]   talk
[01:19:38.040 --> 01:19:38.390]   about
[01:19:38.390 --> 01:19:38.510]   it
[01:19:38.510 --> 01:19:38.640]   So
[01:19:38.640 --> 01:19:38.840]  .
[01:19:38.840 --> 01:19:39.250]   anyway
[01:19:39.250 --> 01:19:39.380]  ,
[01:19:39.380 --> 01:19:39.510]   we
[01:19:39.510 --> 01:19:39.780]   went
[01:19:39.780 --> 01:19:40.050]   into
[01:19:40.050 --> 01:19:40.390]   class
[01:19:40.390 --> 01:19:40.590]   and
[01:19:40.590 --> 01:19:40.720]   uh
[01:19:40.720 --> 01:19:40.940]   so
[01:19:40.940 --> 01:19:41.190]   Sandy
[01:19:41.190 --> 01:19:41.380]   and
[01:19:41.380 --> 01:19:41.450]   I
[01:19:41.450 --> 01:19:41.660]   are
[01:19:41.660 --> 01:19:41.780]   co
[01:19:41.780 --> 01:19:41.840]  -
[01:19:41.840 --> 01:19:41.970]  te
[01:19:41.970 --> 01:19:42.380]  aching
[01:19:42.380 --> 01:19:42.510]   it
[01:19:42.510 --> 01:19:42.720]  .
[01:19:42.720 --> 01:19:42.840]   So
[01:19:42.840 --> 01:19:42.970]   we
[01:19:42.970 --> 01:19:43.100]   go
[01:19:43.100 --> 01:19:43.300]   in
[01:19:43.300 --> 01:19:43.360]   on
[01:19:43.360 --> 01:19:43.630]   Tues
[01:19:43.630 --> 01:19:43.900]  days
[01:19:43.900 --> 01:19:44.090]   and
[01:19:44.090 --> 01:19:44.590]   Thurs
[01:19:44.590 --> 01:19:44.710]  days
[01:19:44.710 --> 01:19:44.910]   for
[01:19:44.910 --> 01:19:45.080]   an
[01:19:45.080 --> 01:19:45.310]   hour
[01:19:45.310 --> 01:19:45.710]   during
[01:19:45.710 --> 01:19:46.150]   their
[01:19:46.150 --> 01:19:46.410]   lunch
[01:19:46.410 --> 01:19:46.530]   th
[01:19:46.530 --> 01:19:46.590]   y
[01:19:46.590 --> 01:19:46.860]   you
[01:19:46.860 --> 01:19:47.090]   know
[01:19:47.090 --> 01:19:47.470]   during
[01:19:47.470 --> 01:19:47.810]   their
[01:19:47.810 --> 01:19:48.150]   lunch
[01:19:48.150 --> 01:19:48.420]   hour
[01:19:48.420 --> 01:19:48.880]   they
[01:19:48.880 --> 01:19:48.960]   they
[01:19:48.960 --> 01:19:49.200]   do
[01:19:49.200 --> 01:19:49.220]   it
[01:19:49.220 --> 01:19:49.490]   with
[01:19:49.490 --> 01:19:49.620]   us
[01:19:49.620 --> 01:19:49.870]   And
[01:19:49.870 --> 01:19:50.020]  .
[01:19:50.020 --> 01:19:50.140]   uh
[01:19:50.140 --> 01:19:50.470]   some
[01:19:50.470 --> 01:19:50.840]   sharp
[01:19:50.840 --> 01:19:51.030]   kids
[01:19:51.030 --> 01:19:51.160]   in
[01:19:51.160 --> 01:19:51.530]   there
[01:19:51.530 --> 01:19:51.700]  .
[01:19:51.700 --> 01:19:51.760]   A
[01:19:51.760 --> 01:19:52.090]   lot
[01:19:52.090 --> 01:19:52.120]   of
[01:19:52.120 --> 01:19:52.350]   the
[01:19:52.350 --> 01:19:52.360]   s
[01:19:52.360 --> 01:19:52.620]   ones
[01:19:52.620 --> 01:19:52.920]   from
[01:19:52.920 --> 01:19:53.440]   Catalyst
[01:19:53.440 --> 01:19:53.710]   that
[01:19:53.710 --> 01:19:53.910]   you
[01:19:53.910 --> 01:19:54.180]   know
[01:19:54.180 --> 01:19:54.310]  ,
[01:19:54.310 --> 01:19:54.650]   Riley
[01:19:54.650 --> 01:19:54.680]   and
[01:19:54.680 --> 01:19:54.980]   Mr
[01:19:54.980 --> 01:19:55.530]  .
[01:19:55.530 --> 01:19:55.660]   Harley
[01:19:55.660 --> 01:19:55.790]   and
[01:19:55.790 --> 01:19:56.250]   Natalie
[01:19:56.250 --> 01:19:56.670]   and
[01:19:56.670 --> 01:19:56.720]   Cob
[01:19:56.720 --> 01:19:56.730]  y
[01:19:56.730 --> 01:19:57.000]   and
[01:19:57.000 --> 01:19:57.130]   one
[01:19:57.130 --> 01:19:57.260]   or
[01:19:57.260 --> 01:19:57.460]   two
[01:19:57.460 --> 01:19:57.460]   others
[01:19:57.460 --> 01:19:58.070]  .
[01:19:58.070 --> 01:19:58.270]   But
[01:19:58.270 --> 01:19:58.600]   um
[01:19:58.600 --> 01:19:58.610]   the
[01:19:58.610 --> 01:19:58.730]   uh
[01:19:58.730 --> 01:19:59.000]   what
[01:19:59.000 --> 01:19:59.200]   was
[01:19:59.200 --> 01:19:59.650]   funny
[01:19:59.650 --> 01:19:59.670]   is
[01:19:59.670 --> 01:19:59.730]   I
[01:19:59.730 --> 01:19:59.850]   I
[01:19:59.850 --> 01:19:59.990]   don
[01:19:59.990 --> 01:20:00.120]  't
[01:20:00.120 --> 01:20:00.390]   know
[01:20:00.390 --> 01:20:00.710]   how
[01:20:00.710 --> 01:20:00.720]   to
[01:20:00.720 --> 01:20:01.130]   really
[01:20:01.130 --> 01:20:01.390]   done
[01:20:01.390 --> 01:20:02.090]   estimating
[01:20:02.090 --> 01:20:02.360]   that
[01:20:02.360 --> 01:20:02.630]   well
[01:20:02.630 --> 01:20:02.830]  .
[01:20:02.830 --> 01:20:03.030]   And
[01:20:03.030 --> 01:20:03.360]   we
[01:20:03.360 --> 01:20:03.620]  're
[01:20:03.620 --> 01:20:03.630]   like
[01:20:03.630 --> 01:20:03.900]   okay
[01:20:03.900 --> 01:20:04.030]  ,
[01:20:04.030 --> 01:20:04.160]   so
[01:20:04.160 --> 01:20:04.360]   let
[01:20:04.360 --> 01:20:04.530]  's
[01:20:04.530 --> 01:20:05.640]   say
[01:20:05.640 --> 01:20:05.640]  
[01:20:05.640 --> 01:20:05.990]   that
[01:20:05.990 --> 01:20:06.250]   you
[01:20:06.250 --> 01:20:06.600]   have
[01:20:06.600 --> 01:20:06.710]   a
[01:20:06.710 --> 01:20:07.210]   budget
[01:20:07.210 --> 01:20:07.390]   of
[01:20:07.390 --> 01:20:07.990]   two
[01:20:07.990 --> 01:20:08.360]   thousand
[01:20:08.360 --> 01:20:08.710]   four
[01:20:08.710 --> 01:20:09.330]   hundred
[01:20:09.330 --> 01:20:09.700]   and
[01:20:09.700 --> 01:20:10.210]   seventy
[01:20:10.210 --> 01:20:10.550]   nine
[01:20:10.550 --> 01:20:10.830]   dollars
[01:20:10.830 --> 01:20:11.350]  ,
[01:20:11.350 --> 01:20:11.700]   '
[01:20:11.700 --> 01:20:11.790]  kay
[01:20:11.790 --> 01:20:12.080]  ?
[01:20:13.140 --> 01:20:13.240]  
[01:20:13.240 --> 01:20:13.320]   And
[01:20:13.320 --> 01:20:13.500]   let
[01:20:13.500 --> 01:20:13.620]  's
[01:20:13.620 --> 01:20:13.800]   say
[01:20:13.800 --> 01:20:13.980]   you
[01:20:13.980 --> 01:20:14.290]   wanna
[01:20:14.290 --> 01:20:14.470]   buy
[01:20:14.470 --> 01:20:14.830]   iPads
[01:20:14.830 --> 01:20:14.960]   for
[01:20:14.960 --> 01:20:15.080]   uh
[01:20:15.080 --> 01:20:15.320]   your
[01:20:15.320 --> 01:20:15.480]   school
[01:20:15.480 --> 01:20:15.810]  ,
[01:20:15.810 --> 01:20:16.300]   right
[01:20:16.300 --> 01:20:16.390]  ?
[01:20:16.390 --> 01:20:16.420]   It
[01:20:16.420 --> 01:20:16.540]  's
[01:20:16.540 --> 01:20:16.900]   twenty
[01:20:16.900 --> 01:20:17.140]   four
[01:20:17.140 --> 01:20:17.170]   thousand
[01:20:17.170 --> 01:20:17.820]  .
[01:20:17.820 --> 01:20:18.000]   I
[01:20:18.000 --> 01:20:18.060]  'm
[01:20:18.060 --> 01:20:18.180]   for
[01:20:18.180 --> 01:20:18.360]   you
[01:20:18.360 --> 01:20:18.720]   know
[01:20:18.720 --> 01:20:18.720]  ,
[01:20:18.720 --> 01:20:18.900]   you
[01:20:18.900 --> 01:20:19.080]   got
[01:20:19.080 --> 01:20:19.400]   to
[01:20:19.400 --> 01:20:19.440]   have
[01:20:19.440 --> 01:20:19.750]   iPads
[01:20:19.750 --> 01:20:19.930]   for
[01:20:19.930 --> 01:20:20.480]   your
[01:20:20.480 --> 01:20:20.510]   class
[01:20:20.510 --> 01:20:20.600]   or
[01:20:20.600 --> 01:20:21.150]   something
[01:20:21.150 --> 01:20:21.330]  .
[01:20:21.330 --> 01:20:21.510]   And
[01:20:21.510 --> 01:20:21.750]   let
[01:20:21.750 --> 01:20:21.810]  's
[01:20:21.810 --> 01:20:21.990]   say
[01:20:21.990 --> 01:20:22.230]   that
[01:20:22.230 --> 01:20:22.400]   you
[01:20:22.400 --> 01:20:22.630]   had
[01:20:22.630 --> 01:20:22.710]   an
[01:20:22.710 --> 01:20:22.950]   iPad
[01:20:22.950 --> 01:20:23.190]   cost
[01:20:23.190 --> 01:20:23.430]   four
[01:20:23.430 --> 01:20:23.860]   hundred
[01:20:23.860 --> 01:20:24.110]   and
[01:20:24.110 --> 01:20:24.470]   seventy
[01:20:24.470 --> 01:20:24.710]   nine
[01:20:24.710 --> 01:20:25.140]   dollars
[01:20:25.140 --> 01:20:25.500]  .
[01:20:25.500 --> 01:20:25.500]   How
[01:20:25.500 --> 01:20:26.000]   many
[01:20:26.000 --> 01:20:26.050]   iPads
[01:20:26.050 --> 01:20:26.230]   can
[01:20:26.230 --> 01:20:26.410]   you
[01:20:26.410 --> 01:20:26.580]   buy
[01:20:26.580 --> 01:20:26.770]  ?
[01:20:26.770 --> 01:20:26.950]   And
[01:20:26.950 --> 01:20:27.190]   they
[01:20:27.190 --> 01:20:27.380]  're
[01:20:27.380 --> 01:20:27.550]   all
[01:20:27.550 --> 01:20:27.860]   kinda
[01:20:27.860 --> 01:20:28.290]   looking
[01:20:28.290 --> 01:20:28.600]   blank
[01:20:28.600 --> 01:20:28.720]  ly
[01:20:28.720 --> 01:20:28.780]   '
[01:20:28.780 --> 01:20:29.080]  cause
[01:20:29.080 --> 01:20:29.320]   they
[01:20:29.320 --> 01:20:29.380]   g
[01:20:29.380 --> 01:20:29.560]   you
[01:20:29.560 --> 01:20:30.200]   know
[01:20:30.200 --> 01:20:30.290]   somebody
[01:20:30.290 --> 01:20:30.420]  ,
[01:20:30.420 --> 01:20:30.590]   can
[01:20:30.590 --> 01:20:30.890]  't
[01:20:30.890 --> 01:20:30.980]   use
[01:20:30.980 --> 01:20:31.130]   your
[01:20:31.130 --> 01:20:31.500]   pencil
[01:20:31.500 --> 01:20:32.100]  .
[01:20:32.100 --> 01:20:32.360]   And
[01:20:32.360 --> 01:20:32.520]   uh
[01:20:32.520 --> 01:20:33.080]   and
[01:20:33.080 --> 01:20:33.110]   they
[01:20:33.110 --> 01:20:33.320]  're
[01:20:33.320 --> 01:20:33.580]   not
[01:20:33.580 --> 01:20:33.880]   able
[01:20:33.880 --> 01:20:34.040]   to
[01:20:34.040 --> 01:20:34.870]   really
[01:20:34.870 --> 01:20:35.020]   figure
[01:20:35.020 --> 01:20:35.180]   it
[01:20:35.180 --> 01:20:35.420]   out
[01:20:35.420 --> 01:20:35.660]   and
[01:20:35.660 --> 01:20:35.740]   I
[01:20:35.740 --> 01:20:35.900]  'm
[01:20:35.900 --> 01:20:36.320]   like
[01:20:36.320 --> 01:20:36.760]   well
[01:20:36.760 --> 01:20:36.760]  ,
[01:20:36.760 --> 01:20:36.820]   I
[01:20:36.820 --> 01:20:37.300]   said
[01:20:37.300 --> 01:20:37.320]   what
[01:20:37.320 --> 01:20:37.420]  's
[01:20:37.420 --> 01:20:37.650]   the
[01:20:37.650 --> 01:20:38.050]   closest
[01:20:38.050 --> 01:20:38.410]   number
[01:20:38.410 --> 01:20:38.520]   to
[01:20:38.520 --> 01:20:38.890]   twenty
[01:20:38.890 --> 01:20:39.360]   four
[01:20:39.360 --> 01:20:39.620]   thousand
[01:20:39.620 --> 01:20:39.920]   seven
[01:20:39.920 --> 01:20:40.110]   and
[01:20:40.110 --> 01:20:40.350]   they
[01:20:40.350 --> 01:20:40.770]   said
[01:20:40.770 --> 01:20:40.830]   and
[01:20:40.830 --> 01:20:40.850]   I
[01:20:40.850 --> 01:20:41.070]   said
[01:20:41.070 --> 01:20:41.130]   I
[01:20:41.130 --> 01:20:41.440]   think
[01:20:41.440 --> 01:20:41.680]   they
[01:20:41.680 --> 01:20:41.860]  're
[01:20:41.860 --> 01:20:42.220]   twenty
[01:20:42.220 --> 01:20:42.520]   five
[01:20:42.520 --> 01:20:43.120]   thousand
[01:20:43.120 --> 01:20:43.120]  .
[01:20:43.120 --> 01:20:43.140]  
[01:20:43.140 --> 01:20:43.270]   And
[01:20:43.270 --> 01:20:43.470]   then
[01:20:43.470 --> 01:20:43.670]   we
[01:20:43.670 --> 01:20:43.780]   do
[01:20:43.780 --> 01:20:43.870]   five
[01:20:43.870 --> 01:20:44.230]   hundred
[01:20:44.230 --> 01:20:44.480]   round
[01:20:44.480 --> 01:20:44.580]   it
[01:20:44.580 --> 01:20:44.680]   up
[01:20:44.680 --> 01:20:44.980]   to
[01:20:44.980 --> 01:20:45.190]   four
[01:20:45.190 --> 01:20:45.230]   seven
[01:20:45.230 --> 01:20:45.380]   and
[01:20:45.380 --> 01:20:45.620]   five
[01:20:45.620 --> 01:20:45.940]   hundred
[01:20:45.940 --> 01:20:46.120]   and
[01:20:46.120 --> 01:20:46.290]   then
[01:20:46.290 --> 01:20:46.440]   you
[01:20:46.440 --> 01:20:46.690]   could
[01:20:46.690 --> 01:20:46.970]   just
[01:20:46.970 --> 01:20:46.980]   do
[01:20:46.980 --> 01:20:47.140]   the
[01:20:47.140 --> 01:20:47.340]   easy
[01:20:47.340 --> 01:20:47.540]   math
[01:20:47.540 --> 01:20:47.790]   right
[01:20:47.790 --> 01:20:47.950]  ,
[01:20:47.950 --> 01:20:48.040]   But
[01:20:48.040 --> 01:20:48.440]   then
[01:20:48.440 --> 01:20:48.510]   they
[01:20:48.510 --> 01:20:48.690]   haven
[01:20:48.690 --> 01:20:48.790]  't
[01:20:48.790 --> 01:20:48.990]   done
[01:20:48.990 --> 01:20:49.190]   done
[01:20:49.190 --> 01:20:49.340]   tha
[01:20:49.340 --> 01:20:49.540]   done
[01:20:49.540 --> 01:20:49.740]   that
[01:20:49.740 --> 01:20:50.040]   before
[01:20:50.040 --> 01:20:50.240]  .
[01:20:50.240 --> 01:20:50.320]   '
[01:20:50.320 --> 01:20:50.540]  Cause
[01:20:50.540 --> 01:20:50.640]   I
[01:20:50.640 --> 01:20:50.690]  'm
[01:20:50.690 --> 01:20:50.840]   like
[01:20:50.840 --> 01:20:50.990]   you
[01:20:50.990 --> 01:20:51.190]   know
[01:20:51.190 --> 01:20:51.320]   we
[01:20:51.320 --> 01:20:51.570]   solve
[01:20:51.570 --> 01:20:51.790]   these
[01:20:51.790 --> 01:20:52.210]   problems
[01:20:52.210 --> 01:20:52.350]   the
[01:20:52.350 --> 01:20:52.600]   first
[01:20:52.600 --> 01:20:52.850]   thing
[01:20:52.850 --> 01:20:53.000]   you
[01:20:53.000 --> 01:20:53.250]   wanna
[01:20:53.250 --> 01:20:53.350]   do
[01:20:53.350 --> 01:20:53.470]   is
[01:20:53.470 --> 01:20:53.700]   kinda
[01:20:53.700 --> 01:20:53.900]   look
[01:20:53.900 --> 01:20:53.990]   at
[01:20:53.990 --> 01:20:54.360]   the
[01:20:54.360 --> 01:20:54.510]   numbers
[01:20:54.510 --> 01:20:54.660]   and
[01:20:54.660 --> 01:20:54.910]   bound
[01:20:54.910 --> 01:20:55.030]   it
[01:20:55.030 --> 01:20:55.210]  .
[01:20:55.210 --> 01:20:55.400]   Like
[01:20:55.400 --> 01:20:55.460]   at
[01:20:55.460 --> 01:20:55.530]   a
[01:20:55.530 --> 01:20:55.710]   ball
[01:20:55.710 --> 01:20:55.900]   park
